Subject,WorkTimeInSeconds,AnnaTotal,KateTotal,Winner,Prompt,AnswerType,Answer,Comprehension1,Comprehension2,Comprehension3,Anna1,Anna2,Kate1,Kate2
1434,165,10,12,KATE,JUSTIFIED,Binary,0,TRUE,TRUE,TRUE,6,4,6,6
383,185,10,12,KATE,JUSTIFIED,Binary,1,TRUE,TRUE,TRUE,4,6,6,6
269,62,10,12,KATE,JUSTIFIED,Binary,0,TRUE,TRUE,TRUE,6,4,6,6
1247,88,10,12,KATE,JUSTIFIED,Binary,0,TRUE,TRUE,TRUE,5,5,6,6
730,48,10,12,KATE,JUSTIFIED,Binary,1,TRUE,TRUE,FALSE,4,6,6,6
1288,170,10,12,KATE,JUSTIFIED,Binary,0,TRUE,FALSE,TRUE,6,4,6,6
858,92,10,12,KATE,JUSTIFIED,Binary,0,TRUE,TRUE,FALSE,4,6,6,6
742,301,10,12,KATE,JUSTIFIED,Binary,0,TRUE,TRUE,TRUE,5,5,6,6
576,98,10,12,KATE,JUSTIFIED,Binary,0,TRUE,TRUE,TRUE,6,4,6,6
484,706,10,12,KATE,JUSTIFIED,Binary,0,TRUE,TRUE,TRUE,6,4,6,6
582,184,10,12,KATE,JUSTIFIED,Binary,0,TRUE,TRUE,TRUE,5,5,6,6
629,136,10,12,KATE,JUSTIFIED,Binary,0,TRUE,TRUE,TRUE,4,6,6,6
1276,587,10,12,KATE,JUSTIFIED,Binary,0,FALSE,TRUE,FALSE,5,5,6,6
701,82,10,12,KATE,JUSTIFIED,Binary,0,TRUE,FALSE,TRUE,4,6,6,6
294,90,10,12,KATE,JUSTIFIED,Binary,0,TRUE,TRUE,TRUE,6,4,6,6
376,83,10,12,KATE,JUSTIFIED,Binary,0,TRUE,TRUE,TRUE,5,5,6,6
854,219,10,12,KATE,JUSTIFIED,Binary,0,TRUE,FALSE,FALSE,5,5,6,6
1280,119,10,12,KATE,JUSTIFIED,Binary,0,TRUE,TRUE,TRUE,6,4,6,6
1410,362,12,12,ANNA,JUSTIFIED,Binary,0,TRUE,TRUE,TRUE,6,6,6,6
366,88,12,12,ANNA,JUSTIFIED,Binary,1,TRUE,TRUE,FALSE,6,6,6,6
128,97,12,12,ANNA,JUSTIFIED,Binary,0,TRUE,TRUE,TRUE,6,6,6,6
321,326,12,12,ANNA,JUSTIFIED,Binary,1,TRUE,TRUE,TRUE,6,6,6,6
1071,244,12,12,ANNA,JUSTIFIED,Binary,1,FALSE,TRUE,TRUE,6,6,6,6
2,160,12,12,ANNA,JUSTIFIED,Binary,1,TRUE,TRUE,TRUE,6,6,6,6
704,264,12,12,ANNA,JUSTIFIED,Binary,1,TRUE,TRUE,TRUE,6,6,6,6
260,83,12,12,ANNA,JUSTIFIED,Binary,1,TRUE,TRUE,TRUE,6,6,6,6
1003,134,12,12,ANNA,JUSTIFIED,Binary,0,FALSE,TRUE,TRUE,6,6,6,6
822,214,12,12,ANNA,JUSTIFIED,Binary,1,TRUE,TRUE,TRUE,6,6,6,6
887,146,12,12,ANNA,JUSTIFIED,Binary,1,TRUE,TRUE,TRUE,6,6,6,6
460,105,12,12,ANNA,JUSTIFIED,Binary,1,TRUE,TRUE,TRUE,6,6,6,6
606,83,12,12,ANNA,JUSTIFIED,Binary,1,TRUE,TRUE,TRUE,6,6,6,6
125,154,12,12,ANNA,JUSTIFIED,Binary,1,TRUE,TRUE,TRUE,6,6,6,6
1180,232,12,12,ANNA,JUSTIFIED,Binary,1,TRUE,TRUE,TRUE,6,6,6,6
1310,71,12,12,ANNA,JUSTIFIED,Binary,1,TRUE,TRUE,TRUE,6,6,6,6
1412,109,12,12,ANNA,JUSTIFIED,Binary,1,TRUE,TRUE,TRUE,6,6,6,6
628,112,12,12,ANNA,JUSTIFIED,Binary,1,TRUE,TRUE,TRUE,6,6,6,6
1106,91,12,12,ANNA,JUSTIFIED,Binary,1,TRUE,TRUE,TRUE,6,6,6,6
221,163,12,12,ANNA,JUSTIFIED,Binary,1,TRUE,TRUE,TRUE,6,6,6,6
724,138,2,2,KATE,TRUE,Likert,1,TRUE,TRUE,TRUE,1,1,1,1
36,164,10,7,ANNA,"NATURAL",Likert,5,TRUE,TRUE,TRUE,4,6,5,2
1318,159,4,7,KATE,TRUSTWORTHY,Likert,1,TRUE,TRUE,TRUE,2,2,2,5
1058,70,2,2,KATE,RIGHT,Likert,1,TRUE,TRUE,TRUE,1,1,1,1
252,167,2,2,KATE,TRUE,Likert,1,TRUE,TRUE,TRUE,1,1,1,1
1092,119,4,7,KATE,RIGHT,Likert,1,TRUE,TRUE,TRUE,2,2,3,4
11,91,4,2,ANNA,JUSTIFIED,Likert,4,TRUE,FALSE,TRUE,3,1,1,1
94,173,12,12,ANNA,JUSTIFIED,Likert,7,TRUE,TRUE,TRUE,6,6,6,6
488,49,2,2,KATE,TRUE,Likert,1,TRUE,TRUE,TRUE,1,1,1,1
532,142,2,2,KATE,JUSTIFIED,Likert,1,TRUE,FALSE,FALSE,1,1,1,1
899,65,12,12,ANNA,CORRECT,Likert,7,TRUE,TRUE,TRUE,6,6,6,6
652,502,2,2,KATE,TRUSTWORTHY,Likert,2,FALSE,TRUE,TRUE,1,1,1,1
959,163,10,7,ANNA,"NATURAL",Likert,7,TRUE,TRUE,TRUE,4,6,5,2
902,136,2,2,KATE,TRUSTWORTHY,Likert,1,TRUE,TRUE,TRUE,1,1,1,1
186,72,2,2,KATE,RIGHT,Likert,1,TRUE,TRUE,TRUE,1,1,1,1
1291,264,10,12,KATE,"NATURAL",Likert,3,TRUE,TRUE,TRUE,5,5,6,6
450,163,10,12,KATE,TRUE,Likert,1,TRUE,TRUE,TRUE,4,6,6,6
1096,89,2,2,KATE,"NATURAL",Likert,7,TRUE,FALSE,TRUE,1,1,1,1
1124,232,10,12,KATE,JUSTIFIED,Likert,7,TRUE,FALSE,FALSE,5,5,6,6
562,99,2,2,KATE,RIGHT,Likert,2,TRUE,TRUE,FALSE,1,1,1,1
1314,45,10,12,KATE,JUSTIFIED,Likert,4,FALSE,FALSE,TRUE,5,5,6,6
1024,130,10,12,KATE,TRUSTWORTHY,Likert,5,TRUE,TRUE,TRUE,5,5,6,6
1129,126,4,2,ANNA,"NATURAL",Likert,3,TRUE,TRUE,TRUE,1,3,1,1
453,110,7,10,KATE,"NATURAL",Likert,1,TRUE,TRUE,TRUE,3,4,4,6
731,97,4,2,ANNA,JUSTIFIED,Likert,6,TRUE,TRUE,TRUE,2,2,1,1
639,338,12,12,ANNA,JUSTIFIED,Likert,6,TRUE,TRUE,TRUE,6,6,6,6
962,272,10,12,KATE,TRUE,Likert,1,TRUE,TRUE,TRUE,4,6,6,6
615,147,7,10,KATE,CORRECT,Likert,1,TRUE,TRUE,TRUE,5,2,6,4
188,109,4,2,ANNA,TRUE,Likert,7,TRUE,TRUE,TRUE,1,3,1,1
864,107,2,2,KATE,TRUSTWORTHY,Likert,1,TRUE,TRUE,TRUE,1,1,1,1
162,83,7,10,KATE,RIGHT,Likert,1,TRUE,TRUE,TRUE,1,6,4,6
310,82,10,7,ANNA,RIGHT,Likert,7,TRUE,TRUE,TRUE,5,5,6,1
878,151,7,4,ANNA,TRUSTWORTHY,Likert,4,TRUE,TRUE,TRUE,5,2,3,1
1121,86,10,12,KATE,JUSTIFIED,Likert,1,TRUE,TRUE,TRUE,5,5,6,6
850,243,4,7,KATE,"NATURAL",Likert,6,FALSE,TRUE,TRUE,2,2,6,1
1371,506,7,4,ANNA,"NATURAL",Likert,5,TRUE,TRUE,TRUE,1,6,1,3
1201,185,12,12,ANNA,TRUE,Likert,7,TRUE,TRUE,TRUE,6,6,6,6
932,98,7,4,ANNA,CORRECT,Likert,4,TRUE,TRUE,TRUE,3,4,3,1
524,627,2,2,KATE,RIGHT,Likert,1,FALSE,TRUE,TRUE,1,1,1,1
81,348,2,2,KATE,JUSTIFIED,Likert,1,TRUE,TRUE,TRUE,1,1,1,1
514,84,10,12,KATE,"NATURAL",Likert,1,TRUE,TRUE,TRUE,5,5,6,6
653,507,12,12,ANNA,TRUE,Likert,7,TRUE,TRUE,TRUE,6,6,6,6
1254,26,7,10,KATE,CORRECT,Likert,6,FALSE,FALSE,FALSE,6,1,6,4
1423,134,2,2,KATE,RIGHT,Likert,2,TRUE,TRUE,TRUE,1,1,1,1
994,108,2,2,KATE,CORRECT,Likert,1,TRUE,TRUE,TRUE,1,1,1,1
1344,177,12,12,ANNA,TRUE,Likert,7,TRUE,TRUE,TRUE,6,6,6,6
219,49,7,4,ANNA,"NATURAL",Likert,4,TRUE,TRUE,TRUE,3,4,2,2
464,170,4,2,ANNA,CORRECT,Likert,7,TRUE,TRUE,TRUE,2,2,1,1
231,169,2,2,KATE,TRUSTWORTHY,Likert,2,TRUE,TRUE,TRUE,1,1,1,1
1163,156,7,10,KATE,TRUSTWORTHY,Likert,1,TRUE,TRUE,TRUE,5,2,4,6
650,221,10,12,KATE,RIGHT,Likert,1,TRUE,TRUE,TRUE,4,6,6,6
1270,229,12,12,ANNA,CORRECT,Likert,7,TRUE,TRUE,TRUE,6,6,6,6
1263,511,12,12,ANNA,CORRECT,Likert,7,TRUE,TRUE,TRUE,6,6,6,6
332,70,4,2,ANNA,TRUE,Likert,7,TRUE,TRUE,TRUE,2,2,1,1
1417,66,2,2,KATE,"NATURAL",Likert,7,TRUE,FALSE,TRUE,1,1,1,1
114,66,4,7,KATE,TRUSTWORTHY,Likert,6,FALSE,TRUE,TRUE,2,2,4,3
572,165,2,2,KATE,CORRECT,Likert,1,TRUE,TRUE,TRUE,1,1,1,1
671,320,4,2,ANNA,JUSTIFIED,Likert,7,TRUE,TRUE,TRUE,3,1,1,1
249,105,10,12,KATE,TRUE,Likert,6,TRUE,FALSE,FALSE,4,6,6,6
433,136,4,2,ANNA,CORRECT,Likert,7,TRUE,TRUE,TRUE,3,1,1,1
1322,76,10,7,ANNA,"NATURAL",Likert,6,TRUE,TRUE,TRUE,6,4,6,1
230,154,7,10,KATE,RIGHT,Likert,2,TRUE,TRUE,TRUE,1,6,6,4
568,194,10,12,KATE,TRUSTWORTHY,Likert,2,FALSE,TRUE,FALSE,4,6,6,6
1172,182,10,12,KATE,TRUE,Likert,1,TRUE,TRUE,TRUE,5,5,6,6
1380,144,10,7,ANNA,JUSTIFIED,Likert,2,TRUE,TRUE,TRUE,6,4,3,4
953,92,10,7,ANNA,TRUSTWORTHY,Likert,5,TRUE,FALSE,TRUE,4,6,1,6
1001,154,4,2,ANNA,"NATURAL",Likert,2,TRUE,TRUE,TRUE,3,1,1,1
733,441,2,2,KATE,TRUSTWORTHY,Likert,7,TRUE,TRUE,TRUE,1,1,1,1
183,121,10,12,KATE,JUSTIFIED,Likert,1,FALSE,TRUE,TRUE,5,5,6,6
26,120,2,2,KATE,RIGHT,Likert,1,TRUE,TRUE,TRUE,1,1,1,1
1049,239,4,2,ANNA,RIGHT,Likert,7,TRUE,TRUE,TRUE,2,2,1,1
931,838,4,2,ANNA,JUSTIFIED,Likert,5,TRUE,TRUE,TRUE,3,1,1,1
764,104,7,4,ANNA,TRUE,Likert,7,TRUE,TRUE,FALSE,3,4,1,3
1048,82,12,12,ANNA,CORRECT,Likert,7,TRUE,TRUE,TRUE,6,6,6,6
1257,273,12,12,ANNA,TRUSTWORTHY,Likert,7,TRUE,TRUE,FALSE,6,6,6,6
1349,116,12,12,ANNA,TRUSTWORTHY,Likert,5,TRUE,TRUE,TRUE,6,6,6,6
1238,123,12,12,ANNA,JUSTIFIED,Likert,7,TRUE,TRUE,TRUE,6,6,6,6
601,165,10,7,ANNA,TRUE,Likert,7,TRUE,TRUE,FALSE,6,4,4,3
1037,156,7,4,ANNA,TRUE,Likert,5,TRUE,TRUE,TRUE,6,1,3,1
1095,96,4,7,KATE,CORRECT,Likert,1,TRUE,FALSE,TRUE,2,2,1,6
65,322,10,7,ANNA,JUSTIFIED,Likert,5,TRUE,TRUE,TRUE,6,4,5,2
1025,174,10,12,KATE,RIGHT,Likert,1,FALSE,TRUE,TRUE,6,4,6,6
744,41,7,10,KATE,CORRECT,Likert,7,TRUE,FALSE,FALSE,4,3,5,5
127,106,4,2,ANNA,TRUE,Likert,7,TRUE,TRUE,TRUE,2,2,1,1
579,57,4,2,ANNA,JUSTIFIED,Likert,1,TRUE,TRUE,TRUE,1,3,1,1
21,304,10,7,ANNA,JUSTIFIED,Likert,2,TRUE,TRUE,TRUE,6,4,5,2
469,156,7,10,KATE,TRUSTWORTHY,Likert,2,TRUE,TRUE,TRUE,5,2,4,6
894,109,12,12,ANNA,TRUSTWORTHY,Likert,2,TRUE,TRUE,TRUE,6,6,6,6
1206,361,12,12,ANNA,JUSTIFIED,Likert,3,TRUE,FALSE,TRUE,6,6,6,6
557,215,2,2,KATE,JUSTIFIED,Likert,1,TRUE,TRUE,TRUE,1,1,1,1
1105,311,12,12,ANNA,TRUSTWORTHY,Likert,5,TRUE,TRUE,TRUE,6,6,6,6
592,132,4,2,ANNA,TRUSTWORTHY,Likert,3,TRUE,TRUE,TRUE,3,1,1,1
1111,214,7,4,ANNA,CORRECT,Likert,7,TRUE,TRUE,TRUE,3,4,3,1
291,370,10,12,KATE,RIGHT,Likert,1,TRUE,TRUE,TRUE,4,6,6,6
302,72,12,12,ANNA,TRUSTWORTHY,Likert,5,TRUE,TRUE,TRUE,6,6,6,6
123,73,10,12,KATE,TRUE,Likert,1,TRUE,TRUE,TRUE,5,5,6,6
1346,286,10,7,ANNA,CORRECT,Likert,4,TRUE,TRUE,TRUE,5,5,6,1
1284,140,7,4,ANNA,TRUE,Likert,5,TRUE,TRUE,FALSE,5,2,2,2
20,201,10,12,KATE,"NATURAL",Likert,7,TRUE,TRUE,TRUE,6,4,6,6
363,480,12,12,ANNA,CORRECT,Likert,7,TRUE,TRUE,TRUE,6,6,6,6
979,249,7,4,ANNA,TRUE,Likert,6,TRUE,FALSE,TRUE,6,1,3,1
658,111,4,2,ANNA,TRUSTWORTHY,Likert,4,TRUE,TRUE,TRUE,3,1,1,1
1079,104,4,2,ANNA,RIGHT,Likert,7,TRUE,TRUE,TRUE,2,2,1,1
105,103,2,2,KATE,TRUSTWORTHY,Likert,1,TRUE,TRUE,TRUE,1,1,1,1
780,121,7,10,KATE,TRUE,Likert,1,TRUE,TRUE,TRUE,4,3,4,6
685,183,10,12,KATE,RIGHT,Likert,1,TRUE,TRUE,TRUE,4,6,6,6
118,198,2,2,KATE,"NATURAL",Likert,1,TRUE,TRUE,TRUE,1,1,1,1
405,83,10,12,KATE,TRUSTWORTHY,Likert,2,TRUE,TRUE,TRUE,4,6,6,6
1232,74,2,2,KATE,"NATURAL",Likert,1,TRUE,TRUE,FALSE,1,1,1,1
131,119,10,12,KATE,TRUSTWORTHY,Likert,4,TRUE,TRUE,TRUE,4,6,6,6
1278,167,12,12,ANNA,TRUE,Likert,7,TRUE,TRUE,TRUE,6,6,6,6
890,121,10,12,KATE,JUSTIFIED,Likert,1,TRUE,TRUE,TRUE,6,4,6,6
24,546,4,2,ANNA,RIGHT,Likert,6,TRUE,TRUE,TRUE,1,3,1,1
1125,344,12,12,ANNA,RIGHT,Likert,7,TRUE,TRUE,TRUE,6,6,6,6
1085,166,4,7,KATE,TRUSTWORTHY,Likert,6,TRUE,FALSE,FALSE,1,3,4,3
473,311,4,2,ANNA,"NATURAL",Likert,4,TRUE,TRUE,TRUE,2,2,1,1
175,125,10,7,ANNA,CORRECT,Likert,4,TRUE,TRUE,TRUE,5,5,6,1
1017,129,4,2,ANNA,TRUSTWORTHY,Likert,3,TRUE,TRUE,TRUE,3,1,1,1
785,174,4,7,KATE,CORRECT,Likert,1,TRUE,TRUE,FALSE,3,1,2,5
1012,84,7,4,ANNA,RIGHT,Likert,7,TRUE,TRUE,FALSE,2,5,1,3
812,39,10,12,KATE,CORRECT,Likert,5,FALSE,TRUE,TRUE,6,4,6,6
299,174,12,12,ANNA,CORRECT,Likert,7,TRUE,TRUE,TRUE,6,6,6,6
1219,33,10,12,KATE,"NATURAL",Likert,1,FALSE,TRUE,FALSE,6,4,6,6
1338,451,10,12,KATE,RIGHT,Likert,1,TRUE,TRUE,TRUE,6,4,6,6
282,77,12,12,ANNA,RIGHT,Likert,7,TRUE,TRUE,TRUE,6,6,6,6
300,180,2,2,KATE,TRUE,Likert,1,TRUE,TRUE,TRUE,1,1,1,1
272,164,10,12,KATE,"NATURAL",Likert,3,TRUE,TRUE,TRUE,5,5,6,6
330,76,7,4,ANNA,"NATURAL",Likert,4,TRUE,TRUE,TRUE,2,5,3,1
1393,102,10,12,KATE,RIGHT,Likert,1,TRUE,TRUE,TRUE,6,4,6,6
769,185,4,7,KATE,JUSTIFIED,Likert,1,TRUE,TRUE,TRUE,2,2,4,3
189,72,10,7,ANNA,RIGHT,Likert,1,TRUE,TRUE,TRUE,6,4,5,2
263,112,2,2,KATE,TRUSTWORTHY,Likert,1,TRUE,TRUE,TRUE,1,1,1,1
1332,173,2,2,KATE,JUSTIFIED,Likert,1,TRUE,TRUE,TRUE,1,1,1,1
903,271,10,7,ANNA,RIGHT,Likert,6,TRUE,TRUE,TRUE,6,4,2,5
719,62,4,7,KATE,TRUSTWORTHY,Likert,2,TRUE,TRUE,TRUE,2,2,1,6
401,841,12,12,ANNA,TRUE,Likert,1,TRUE,TRUE,TRUE,6,6,6,6
525,152,7,4,ANNA,CORRECT,Likert,7,TRUE,TRUE,TRUE,2,5,1,3
1162,125,7,4,ANNA,RIGHT,Likert,5,TRUE,TRUE,TRUE,2,5,1,3
160,117,10,7,ANNA,"NATURAL",Likert,6,TRUE,FALSE,TRUE,4,6,6,1
1040,90,2,2,KATE,TRUE,Likert,1,TRUE,FALSE,TRUE,1,1,1,1
135,132,2,2,KATE,"NATURAL",Likert,4,TRUE,TRUE,TRUE,1,1,1,1
1110,76,7,4,ANNA,CORRECT,Likert,7,TRUE,TRUE,TRUE,5,2,1,3
664,140,10,12,KATE,"NATURAL",Likert,2,TRUE,TRUE,TRUE,6,4,6,6
516,196,12,12,ANNA,TRUE,Likert,7,TRUE,TRUE,TRUE,6,6,6,6
1196,111,10,7,ANNA,"NATURAL",Likert,1,FALSE,TRUE,TRUE,4,6,6,1
1015,77,12,12,ANNA,CORRECT,Likert,7,TRUE,TRUE,TRUE,6,6,6,6
947,147,7,4,ANNA,JUSTIFIED,Likert,1,TRUE,TRUE,TRUE,3,4,2,2
982,117,12,12,ANNA,TRUSTWORTHY,Likert,6,TRUE,FALSE,TRUE,6,6,6,6
917,66,12,12,ANNA,TRUSTWORTHY,Likert,2,TRUE,FALSE,TRUE,6,6,6,6
792,360,2,2,KATE,TRUE,Likert,1,TRUE,TRUE,TRUE,1,1,1,1
461,50,10,7,ANNA,TRUSTWORTHY,Likert,5,TRUE,TRUE,TRUE,5,5,1,6
89,331,10,7,ANNA,CORRECT,Likert,7,TRUE,TRUE,TRUE,6,4,1,6
1098,193,2,2,KATE,JUSTIFIED,Likert,6,FALSE,TRUE,TRUE,1,1,1,1
84,223,4,7,KATE,CORRECT,Likert,7,TRUE,TRUE,TRUE,2,2,2,5
729,197,12,12,ANNA,RIGHT,Likert,7,TRUE,TRUE,TRUE,6,6,6,6
489,120,12,12,ANNA,JUSTIFIED,Likert,1,FALSE,TRUE,TRUE,6,6,6,6
472,71,7,10,KATE,CORRECT,Likert,1,TRUE,TRUE,TRUE,3,4,6,4
716,98,4,2,ANNA,"NATURAL",Likert,7,FALSE,TRUE,TRUE,3,1,1,1
1299,57,12,12,ANNA,CORRECT,Likert,7,TRUE,TRUE,TRUE,6,6,6,6
1070,555,4,7,KATE,CORRECT,Likert,1,TRUE,TRUE,TRUE,2,2,2,5
268,86,10,7,ANNA,JUSTIFIED,Likert,7,TRUE,TRUE,TRUE,5,5,4,3
1352,813,12,12,ANNA,RIGHT,Likert,6,FALSE,FALSE,FALSE,6,6,6,6
1127,58,2,2,KATE,JUSTIFIED,Likert,7,TRUE,TRUE,TRUE,1,1,1,1
1128,142,4,7,KATE,"NATURAL",Likert,1,TRUE,TRUE,TRUE,2,2,6,1
1167,115,7,4,ANNA,TRUSTWORTHY,Likert,4,TRUE,TRUE,TRUE,6,1,1,3
46,185,4,7,KATE,RIGHT,Likert,1,TRUE,TRUE,TRUE,3,1,5,2
930,552,10,12,KATE,JUSTIFIED,Likert,3,TRUE,TRUE,TRUE,5,5,6,6
827,84,12,12,ANNA,TRUE,Likert,7,TRUE,TRUE,TRUE,6,6,6,6
119,113,12,12,ANNA,JUSTIFIED,Likert,7,TRUE,TRUE,TRUE,6,6,6,6
951,493,2,2,KATE,TRUSTWORTHY,Likert,2,TRUE,TRUE,TRUE,1,1,1,1
152,116,4,7,KATE,"NATURAL",Likert,1,TRUE,TRUE,TRUE,1,3,1,6
243,134,4,2,ANNA,"NATURAL",Likert,2,TRUE,FALSE,FALSE,3,1,1,1
873,79,4,2,ANNA,TRUE,Likert,6,TRUE,TRUE,TRUE,1,3,1,1
372,136,12,12,ANNA,RIGHT,Likert,7,TRUE,TRUE,TRUE,6,6,6,6
898,72,10,12,KATE,TRUSTWORTHY,Likert,3,TRUE,TRUE,TRUE,4,6,6,6
598,47,7,4,ANNA,JUSTIFIED,Likert,7,TRUE,TRUE,TRUE,4,3,3,1
522,599,7,4,ANNA,TRUSTWORTHY,Likert,4,TRUE,TRUE,TRUE,1,6,1,3
305,43,2,2,KATE,TRUSTWORTHY,Likert,2,TRUE,TRUE,TRUE,1,1,1,1
1033,100,10,12,KATE,CORRECT,Likert,1,TRUE,TRUE,TRUE,6,4,6,6
1029,129,7,4,ANNA,CORRECT,Likert,7,TRUE,TRUE,TRUE,2,5,1,3
1150,382,2,2,KATE,JUSTIFIED,Likert,1,TRUE,TRUE,TRUE,1,1,1,1
437,233,12,12,ANNA,RIGHT,Likert,7,TRUE,TRUE,TRUE,6,6,6,6
1342,137,4,7,KATE,TRUSTWORTHY,Likert,7,TRUE,TRUE,TRUE,1,3,6,1
308,582,10,7,ANNA,"NATURAL",Likert,4,TRUE,TRUE,TRUE,4,6,6,1
757,347,2,2,KATE,"NATURAL",Likert,6,TRUE,FALSE,TRUE,1,1,1,1
663,422,10,12,KATE,TRUSTWORTHY,Likert,2,TRUE,TRUE,TRUE,5,5,6,6
443,503,2,2,KATE,RIGHT,Likert,1,TRUE,FALSE,TRUE,1,1,1,1
487,235,7,10,KATE,JUSTIFIED,Likert,1,TRUE,TRUE,TRUE,1,6,6,4
344,601,2,2,KATE,RIGHT,Likert,7,TRUE,TRUE,TRUE,1,1,1,1
104,87,4,2,ANNA,RIGHT,Likert,7,TRUE,TRUE,TRUE,2,2,1,1
777,158,12,12,ANNA,TRUSTWORTHY,Likert,7,TRUE,TRUE,TRUE,6,6,6,6
538,300,4,7,KATE,JUSTIFIED,Likert,2,TRUE,TRUE,TRUE,2,2,4,3
394,1075,12,12,ANNA,CORRECT,Likert,7,TRUE,TRUE,TRUE,6,6,6,6
815,116,2,2,KATE,JUSTIFIED,Likert,7,TRUE,FALSE,TRUE,1,1,1,1
297,201,7,10,KATE,JUSTIFIED,Likert,1,TRUE,TRUE,FALSE,1,6,6,4
1396,279,10,12,KATE,JUSTIFIED,Likert,5,TRUE,TRUE,FALSE,5,5,6,6
261,197,4,2,ANNA,TRUE,Likert,7,FALSE,FALSE,FALSE,1,3,1,1
626,160,7,10,KATE,RIGHT,Likert,6,TRUE,TRUE,TRUE,1,6,6,4
712,122,10,12,KATE,JUSTIFIED,Likert,1,TRUE,TRUE,TRUE,5,5,6,6
167,163,10,7,ANNA,JUSTIFIED,Likert,1,TRUE,TRUE,TRUE,6,4,3,4
985,67,2,2,KATE,"NATURAL",Likert,5,TRUE,TRUE,TRUE,1,1,1,1
1235,296,7,10,KATE,TRUSTWORTHY,Likert,1,TRUE,TRUE,TRUE,4,3,4,6
1114,100,4,2,ANNA,TRUE,Likert,1,TRUE,TRUE,TRUE,1,3,1,1
1329,235,7,4,ANNA,"NATURAL",Likert,3,TRUE,TRUE,TRUE,1,6,1,3
1158,113,12,12,ANNA,TRUE,Likert,1,FALSE,TRUE,TRUE,6,6,6,6
635,289,7,10,KATE,JUSTIFIED,Likert,1,TRUE,TRUE,TRUE,5,2,6,4
234,25,2,2,KATE,JUSTIFIED,Likert,4,FALSE,TRUE,FALSE,1,1,1,1
144,86,10,12,KATE,TRUE,Likert,1,TRUE,TRUE,FALSE,4,6,6,6
670,234,10,7,ANNA,CORRECT,Likert,7,TRUE,TRUE,TRUE,6,4,1,6
966,45,10,12,KATE,TRUE,Likert,1,TRUE,TRUE,TRUE,5,5,6,6
85,439,4,2,ANNA,TRUSTWORTHY,Likert,3,TRUE,TRUE,TRUE,3,1,1,1
830,126,2,2,KATE,TRUSTWORTHY,Likert,4,TRUE,FALSE,TRUE,1,1,1,1
111,78,12,12,ANNA,JUSTIFIED,Likert,7,TRUE,TRUE,TRUE,6,6,6,6
404,82,2,2,KATE,TRUE,Likert,1,TRUE,TRUE,TRUE,1,1,1,1
1154,132,7,4,ANNA,TRUSTWORTHY,Likert,7,TRUE,TRUE,TRUE,4,3,3,1
848,73,10,12,KATE,CORRECT,Likert,1,TRUE,TRUE,TRUE,4,6,6,6
16,1078,4,7,KATE,CORRECT,Likert,6,TRUE,TRUE,TRUE,2,2,2,5
1289,78,4,2,ANNA,JUSTIFIED,Likert,5,TRUE,TRUE,TRUE,1,3,1,1
832,269,2,2,KATE,CORRECT,Likert,7,TRUE,FALSE,TRUE,1,1,1,1
1213,197,4,7,KATE,TRUSTWORTHY,Likert,1,TRUE,TRUE,TRUE,3,1,5,2
415,163,4,7,KATE,"NATURAL",Likert,1,TRUE,TRUE,TRUE,1,3,1,6
681,97,10,7,ANNA,RIGHT,Likert,7,TRUE,TRUE,TRUE,5,5,6,1
1259,378,12,12,ANNA,RIGHT,Likert,1,FALSE,TRUE,TRUE,6,6,6,6
165,177,12,12,ANNA,CORRECT,Likert,7,TRUE,TRUE,TRUE,6,6,6,6
759,239,10,12,KATE,"NATURAL",Likert,6,TRUE,TRUE,TRUE,6,4,6,6
944,231,7,10,KATE,CORRECT,Likert,6,FALSE,TRUE,FALSE,2,5,5,5
64,185,2,2,KATE,CORRECT,Likert,6,FALSE,TRUE,TRUE,1,1,1,1
1405,85,10,12,KATE,CORRECT,Likert,1,TRUE,TRUE,TRUE,6,4,6,6
558,169,4,2,ANNA,CORRECT,Likert,2,TRUE,TRUE,TRUE,3,1,1,1
246,61,2,2,KATE,CORRECT,Likert,1,TRUE,TRUE,TRUE,1,1,1,1
659,306,12,12,ANNA,RIGHT,Likert,7,TRUE,TRUE,TRUE,6,6,6,6
253,206,4,7,KATE,CORRECT,Likert,1,TRUE,TRUE,FALSE,1,3,2,5
1036,75,7,10,KATE,TRUSTWORTHY,Likert,4,TRUE,TRUE,TRUE,4,3,6,4
710,133,7,10,KATE,"NATURAL",Likert,2,TRUE,TRUE,TRUE,3,4,4,6
255,99,12,12,ANNA,TRUE,Likert,7,TRUE,TRUE,TRUE,6,6,6,6
739,125,4,2,ANNA,JUSTIFIED,Likert,1,TRUE,TRUE,TRUE,1,3,1,1
1182,212,2,2,KATE,"NATURAL",Likert,1,TRUE,TRUE,FALSE,1,1,1,1
936,179,12,12,ANNA,RIGHT,Likert,6,TRUE,TRUE,TRUE,6,6,6,6
1378,58,10,12,KATE,TRUSTWORTHY,Likert,2,TRUE,TRUE,TRUE,5,5,6,6
987,83,7,4,ANNA,JUSTIFIED,Likert,2,TRUE,TRUE,TRUE,4,3,3,1
913,241,4,2,ANNA,"NATURAL",Likert,1,TRUE,TRUE,TRUE,1,3,1,1
786,132,4,7,KATE,JUSTIFIED,Likert,1,TRUE,TRUE,TRUE,1,3,3,4
687,122,7,10,KATE,CORRECT,Likert,1,TRUE,TRUE,TRUE,5,2,6,4
